country_name,target,target_description,tables
Peru,Net zero and other long-term target(s),"Peru is in the process of updating its Climate Change National Strategy with a timeframe up to 2050. This update will be based on a Technical Study commissioned to explore pathways to reach carbon neutrality by 2050. No further details have been communicated so far, but in January 2022, the government declared a climate emergency of national interest through its Supreme Decree N° 003-2022-MINAM and indicated that the new Climate Change strategy will be approved by, latest, October 2022 (Ministry of Environment of Peru, 2022a). Before that, government officials announced that the mid-century carbon neutrality target would be based on four national priorities (Ministry of Environment of Peru, 2020b): Transformation of the energy matrix towards renewable energy Electrification of the economy (less polluting transport, electromobility) Circular economy Nature-based solutions (sustainable use of natural resources). This is a step in the right direction: transitioning to a low-emissions development pathway in compliance with international climate change commitments. However, Peru should avoid relying on LULUCF sinks to achieve its carbon neutrality target, given the high chance of carbon loss through deforestation or natural disturbance and eventual competition for land. For the full analysis click here .",
Norway,CAT Rating,"We rate NDC targets against what a country should be doing within its own borders based on modelled domestic pathways derived from global least cost pathways as well as what a fair contribution to limiting warming to 1.5°C would be. For the latter, we consider both its domestic emission reductions and any emissions reductions it supports abroad through the use of market mechanisms or other ways of support. Further information on how the CAT rates countries (against modelled domestic pathways and fair share) can be found here . In its 2020 NDC, Norway had indicated that it may use voluntary cooperation under Article 6 of the Paris Agreement for part of its NDC target if the EU did not also update its target to the same level (Government of Norway, 2020c). In December 2020, the EU submitted its updated NDC to at least a 55% reduction in emissions below 1990 levels. As the EU NDC matches Norway’s latest unconditional target of at least 55%, we interpret this target as being a domestic one for the time being, (i.e. with no emissions reductions achieved through international credits), although this may change in the future. In its 2022 NDC, Norway states it could use Article 6 mechanisms to meet emissions reductions going “beyond what is achieved through the climate cooperation with the European Union”. The CAT rates Norway's NDC target as aligned with least cost modelled domestic pathways which limit warming to 1.5°C and ""Insufficient"" when rated against its fair share contribution. As Norway does not have an emissions reduction target that includes non-domestic emissions reductions, as is the case with Switzerland, for example, we rate its NDC target against the two rating frameworks. Norway’s updated NDC broadly aligns with the least cost modelled pathways which limit warming to 1.5°C with no low overshoot. Norway has committed to strengthening its 2030 target to at least a 55% reduction below 1990 levels, which was formally communicated to the UNFCCC in 2022. This represents a reduction of emissions of 50% below 2020 levels, excluding LULUCF. The “1.5°C global least cost” rating indicates that Norway’s NDC target in 2030 is consistent with limiting warming to 1.5°C on a globally cost-effective basis. We rate Norway’s updated NDC target as “Insufficient” when compared with its fair share emissions allocation. The “Insufficient” rating indicates that Norway’s NDC target in 2030 needs substantial improvements to be consistent with limiting warming to 1.5°C. Norway’s NDC target is at the least stringent end of what would be a fair share of global effort, and is not consistent with the 1.5°C limit, unless other countries make much deeper reductions and comparably greater effort. However, it will not be feasible for Norway to achieve all these emissions reductions domestically. Therefore, Norway will need to develop clear and ambitious plans to support climate action in other countries, particularly through capacity building, technology transfer and climate finance. If all countries were to follow Norway’s approach, warming would reach over 2°C and up to 3°C. Norway’s international climate finance contributions are rated “Insufficient” (see below) and is not enough to improve its fair share rating. Norway’s international public finance contributions are rated “Insufficient”. The country is the only one to meet our benchmark for current contributions based on the USD 100 billion commitment and is committed to doubling its climate finance from NOK 7bn (USD 770m) in 2020 to NOK 14bn (USD 1.54bn) by 2026 at the latest (Government of Norway, 2021b). Despite this pledged increase, current contributions are yet to reach levels sufficient to be considered aligned with the least cost modelled domestic pathways which limit warming to 1.5°C with no low overshoot Norway’s international contributions are the highest among CAT countries considering its mitigation obligation. Norway also ranks first in finance provided per capita and per GDP. Some of the country’s main initiatives are the Norwegian International Climate and Forest Initiative (NICFI) and contributions to multilateral institutions and funds, such as the World Bank and the Global Environment Facility (GEF). A high share of Norway’s contributions has climate as a main objective and is based on grants. Overall, yearly contributions slightly decreased from before Paris until 2019, but 2020 saw a sizeable increase year-on-year. The Norwegian International Climate and Forest Initiative, the country’s largest program, has been extended to 2030 . Norway also announced an increase in contributions to the Green Climate Fund (GCF) and other multi-lateral channels (Government of Norway, 2019a). Norway has not committed to stop funding fossil fuels overseas and continues to allow new domestic oil and gas exploration. Norway’s parliament voted in 2019 to divest part of its sovereign-wealth fund investments on fossil fuels; however, investment in major oil companies remains. In 2021, it was announced that Norway will offer financial institution support in measuring and assessing climate risks in their investment portfolios (Schwartzkopff, 2021). Further information on the CAT climate finance ratings can be found here .",
Norway,Net zero and other long-term targets,"Norway has committed to a 90–95% GHG emissions reduction below 1990 levels by 2050 and included this target in their long-term strategy submitted to the UNFCCC (Norwegian Government, 2020).",
Norway,2020 pledge,"Copenhagen Pledge Under the Copenhagen Accord, Norway has pledged to reduce emissions by 30–40% below 1990 levels by 2020 with the 40% reduction target conditional on global action. Norway did not achieve its 2020 target, even with the effect that the pandemic had on emissions in 2020. Norway’s target level was 36-31 MtCO 2 e (excluding the land sector contribution). Its emissions in 2020 were 49.3 MtCO 2 e (excl. LULUCF), which are only 4% below 1990 levels (Government of Norway, 2022a).",
Nigeria,CAT rating of targets,"The CAT rates NDC targets against what a fair contribution to achieving the Paris Agreement’s long-term temperature goal would be as well as against what needs to happen within a country’s own borders. Nigeria will need support to achieve those needed reductions with its borders. Nigeria has put forward two targets in its NDC: one that it will achieve using its own resources and one that requires international support. We rate Nigeria’s unconditional target against its fair share contribution as “1.5°C compatible” and its conditional target against the level of reductions needed within its border defined by a modelled domestic pathway as “Almost sufficient”. In its 2021 NDC update, Nigeria committed to reducing emissions by 47% below BAU by 2030, conditional on international support. This is equivalent to an emissions level 1% above to 23% below 2010 levels by 2030, excluding LULUCF. While this is a strong conditional target, Nigeria will need to strengthen its policies to make sure it has the enabling conditions in place to meet the target, in addition to receiving international support. The CAT rates Nigeria’s 2030 conditional target as “Almost sufficient,” a rating that indicates that Nigeria’s conditional NDC target in 2030 is not yet consistent with limiting warming to 1.5°C but could be, with moderate improvements. If all countries were to follow Nigeria’s approach, warming could be held below—but not well below—2°C. Nigeria’s conditional target spans the CAT’s ""Almost sufficient"" and 1.5°C compatible ratings. The large target range is due to uncertainty around the extent to which Nigeria plans to rely on the land sector in meeting its target. Further clarity from Nigeria on this may result in a 1.5°C compatible target. In its 2021 NDC update, Nigeria recommitted to unconditionally reducing emissions 20% below BAU by 2030. This is equivalent to an emissions level of 17-27% above 2010 levels (excl. LULUCF) by 2030. The CAT rates Nigeria’s 2030 unconditional target as 1.5°C compatible. The “1.5°C compatible” rating indicates that Nigeria’s unconditional NDC target is consistent with limiting warming to 1.5°C. Nigeria’s unconditional NDC target does not require other countries to make comparably deeper reductions or greater effort, and is in the most stringent part of its fair share range. The fair share literature for Nigeria is sparse and some equity categories have few data points. As a result, the upper bound of Nigeria’s fair share range is dominated by a handful of studies. This high range is not reflective of the majority of the literature, which indicates more stringent emission reductions. Future equity studies may help to improve the fair share analysis for Nigeria.",
Nigeria,Net zero and other long-term target(s),"In November 2021, Nigeria passed the Climate Change Act that seeks to achieve low greenhouse gas emissions, green and sustainable growth by providing the framework to set a target to reach net zero between 2050 and 2070 (Okereke & Onuigbo, 2021). The Act includes provisions to adopt National Climate Change Action Plans in five-year cycles that are meant to ensure national emissions are consistent with a carbon budget (Federal Republic of Nigeria, 2021). However, the government has not met the initial deadlines set in the Act. The full net zero target analysis can be found here .",
Kenya,CAT rating of targets,"High resolution NDC description The CAT rates NDC targets against what a fair contribution to achieving the Paris Agreement’s long-term temperature goal would be as well as against what needs to happen within a country’s own borders. Kenya will need international support to achieve those needed reductions within its borders. Kenya’s NDC target outlines the mitigation costs that will be financed using its own resources versus those requiring international support. We rate the country’s unconditional target against its fair share contribution (‘Unconditional NDC target against fair share’) and its conditional target against the level of reductions needed within its border (‘Conditional NDC target against modelled domestic pathways’). The CAT rates Kenya’s conditional NDC target against modelled domestic pathways as “Critically insufficient” and its NDC target against fair share as “1.5°C compatible”. The strong difference in the two ratings reflects Kenya’s situation as a country with strong development needs and a small historical responsibility, but with relevant mitigation potential on its own territory, which it should exploit to a large extent with the help of international support. We rate Kenya’s conditional NDC as “Critically insufficient” when compared to modelled domestic pathways. The “Critically insufficient” rating indicates that it reflects minimal to no action and is not at all consistent with the 1.5°C temperature limit. If all countries were to follow Kenya’s approach, warming would exceed 4°C. Kenya should improve its conditional target and specify support needs to achieve it. Even a small improvement in the target would change the rating to “Highly insufficient”. We rate Kenya’s 2030 unconditional NDC target as “1.5°C compatible” when compared with its fair-share contribution to climate action. The “1.5°C compatible” rating indicates that Kenya’s unconditional NDC target is consistent with limiting warming to 1.5°C. Kenya’s NDC target does not require other countries to make comparably deeper reductions or greater effort and is in the most stringent part of its Fair Share range. Further information on how the CAT rates countries (against modelled pathways and fair share) can be found here .",
Kenya,Net zero and other long-term target(s),We evaluate the net zero target as: No net zero target.,
Kazakhstan,CAT rating of targets,"High resolution The CAT rates NDC targets against what a fair contribution to achieving the Paris Agreement’s long-term temperature goal would be as well as against what needs to happen within a country’s own borders. Kazakhstan will need support to achieve the reductions needed within its borders. Kazakhstan has put forward two targets in its NDC: one that it will achieve using its own resources and one that requires international support. We rate the country’s unconditional target against its fair share contribution and its conditional target against the level of reductions needed within its border. We rate Kazakhstan’s conditional NDC as “Almost sufficient” when compared to modelled domestic pathways. The “Almost sufficient” rating indicates that Kazakhstan’s conditional NDC target for 2030 is not yet consistent with the 1.5°C temperature limit but could be, with moderate improvements. If all countries were to follow Kazakhstan’s approach, warming could be held below—but not well below—2°C. However, the conditional target is very close to the upper limit of this rating category, meaning that a small change in the numbers could lead to a worse rating. We rate Kazakhstan’s 2030 unconditional NDC target as “Insufficient” when compared with its fair share contribution to climate action. The “Insufficient” rating indicates that Kazakhstan’s unconditional NDC target in 2030 needs substantial improvements to be consistent with limiting warming to 1.5°C. If all countries were to follow Kazakhstan’s approach, warming would reach over 2°C and up to 3°C. Kazakhstan’s target is at the least stringent end of what would be a fair share of global effort and is not consistent with the 1.5°C limit unless other countries make much deeper reductions and comparably greater effort. Further information on how the CAT rates countries (against modelled domestic pathways and fair share) can be found here .",
Kazakhstan,Net zero and other long-term target(s),"We evaluate the net zero target as: “Average”. Kazakhstan first announced its intention to reach “carbon neutrality” by 2060 during the Climate Ambition Summit in December 2020. On 2 February 2023, the President of Kazakhstan approved the resultant Strategy for achieving carbon neutrality by 2060 , thereby enshrining the net zero target in law. Kazakhstan has not submitted the strategy as an official long-term strategy (LTS) to the UNFCCC as of November 2023. There is still significant scope for Kazakhstan to improve the transparency, target architecture, and scope of its carbon neutrality target. For the full analysis click here .",
Japan,CAT rating of targets,"The CAT rates NDC targets against each country’s fair share contribution to global climate change mitigation, considering a range of equity principles including responsibility, capability, and equality. The CAT also rates NDC targets against indicative national emissions from global least-cost emissions pathways (called modelled domestic pathways ). For assessing targets against the fair share, we consider both a country’s domestic emission reductions and any emissions it supports abroad through the use of market mechanisms or other ways of support, as relevant. Japan has indicated that it may use market mechanisms to achieve its target but has not provided sufficient details on the extent of such usage. In the absence of the clarity on the extent of usage, we have rated its NDC target against both global domestic pathways and fairness metrics. The CAT rates the proposed 2030 reduction target of 46% (42% excluding LULUCF credits) below 2013 levels as “Insufficient” when compared to modelled domestic emissions pathways. This rating indicates that Japan’s target in 2030 needs substantial improvements to be consistent with modelled domestic pathways limiting warming to 1.5°C. If all countries were to follow Japan’s approach, warming would reach over 2°C and up to 3°C. The CAT rates Japan’s 2030 reduction target of 46% (42% excluding LULUCF credits) below 2013 levels as “Insufficient” when compared with its fair-share emissions allocation. This rating indicates that Japan’s NDC target in 2030 needs substantial improvement to be consistent with its fair share of the global mitigation effort to limit warming to 1.5°C . Some of these improvements should be made to the domestic emissions reductions target itself, others could come in the form of additional financial support for emissions reduction in developing countries. Japan’s target is not consistent with the 1.5°C limit unless other countries make much deeper reductions and comparably greater effort. If all countries were to follow Japan’s approach, warming would reach up to 3°C. Further information on how the CAT rates countries (against modelled domestic pathways and fair share) can be found here . The CAT rates Japan’s international public climate finance contributions as “Highly insufficient”. Japan remains committed to providing climate finance in the period post-2020 but contributions to date have been very low compared to its fair share. To improve its rating Japan needs to further accelerate commitments to increase climate finance and stop funding fossil fuel overseas. Japan reports significant levels of climate finance, but only a small share takes the form of grants or has climate as a primary objective (OECD, 2022). Japan also counts 50% of broader development projects as climate finance–- even though they are explicitly defined as not primarily targeting climate action (Carty & Kowalzig, 2022). The CAT accounted for these factors and the resulting finance considered in this rating is considerably lower than originally reported by the government. Japan has contributed to the achievement of the USD 100bn goal yearly until 2020 and commits ‘to maintain the same level of amount beyond 2020’. However, it is important to note that the USD 100bn goal itself is insufficient post-2020. A clear and sustained increase in international climate mitigation finance is thus fundamental in the post-2020 period. In this sense, it is positive that Prime Minister Kishida committed at COP26 to add USD 10bn for climate finance in general and USD 14.8bn for climate adaptation in particular (Reynolds, 2021). But more support is necessary. Japan is still investing in international fossil fuel projects but is gradually moving away from this. At the G7 summit in 2021 and 2022, Japan joined the commitment to end new public finance of unabated coal power by the end of 2021, and of other fossil projects by the end of 2022 (G7, 2021, 2022). While Japan accordingly cancelled its involvement in the coal power projects in Indonesia and Bangladesh (Nikkei Asia, 2022b), the country is still one of the largest investors in fossil fuels abroad including its support for international oil and gas upstream developments (Christoph Bals, 2022; Kumagai, 2022). In March 2023, Japan officially launched the Asia Zero Emissions Community (AZEC) initiative, a cooperation framework to help Asian countries ensure energy security while striving towards decarbonisation (METI, 2023b). Under the initiative, Japan will support countries in drawing up roadmaps for energy transitions and help them develop and implement “decarbonisation technologies”. However, these seem to also include carbon capture, utilisation and storage (CCUS) technologies and hydrogen & ammonia co-firing, as ways to curb emissions in coal-fired power plants and gas-fired turbines/boilers (METI, 2023g). While these technologies have a role to play in the transition to net zero, they should only be used in hard-to-abate sectors, certainly not in the power sector, and particularly not as tools designed to curb emissions in coal-fired power plants. Through the AZEC initiative, Japan is also pushing for further development of LNG infrastructure in the region, as the government seeks to position fossil gas as a transitional fuel (METI, 2023a). However, such investment would further contribute to locking-in carbon-intensive developments: fossil gas needs to be phased out, globally, by only a few years after coal, to keep warming to 1.5˚C. Further information on the CAT climate finance ratings can be found here .",
Japan,Net zero and other long-term target(s),"We evaluate Japan’s net zero target as: “Poor” Japan’s 2050 net-zero target was published in October 2020, which was subsequently integrated into the amended Promotion Act of Global Warming Countermeasures in 2021 (Government of Japan, 2021a). The Green Growth Strategy was accordingly revised in June 2021 to provide further information on sector-level roadmaps towards net zero, which was reflected on Japan’s updated Long Term Strategy submitted before COP26 (Government of Japan, 2021c). However, these documents still lack several details on key elements that ensure effectiveness and transparency of net zero targets and have room for further improvement. For this reason, the CAT rates Japan’s net zero target as “Poor”. For our full Japan net zero analysis click here .",
Iran (Islamic Republic of),NDC Updates,"At the time of this assessment, Iran has not yet ratified the Paris Agreement. Target development timeline & previous CAT analysis 15.09.2021 : Assessment of Iran’s Intended Nationally Determined Contribution",
Iran (Islamic Republic of),CAT rating of targets,"High resolution The CAT rates Iran’s conditional target as “Critically Insufficient” against modelled domestic pathways . Iran’s conditional target pledges an emissions reduction of 12% below business as usual, which would lead to emissions increasing by around 125% compared to 2010 levels. The “Critically insufficient” rating signals minimal to no action and is not at all consistent with the 1.5°C temperature limit. If all countries were to follow Iran’s approach, warming would exceed 4°C. The CAT rates Iran’s unconditional target as “Critically Insufficient” against its fair share range. Iran’s unconditional target pledges an emissions reduction of 4% below business as usual in 2030. The CAT estimates this would lead to emissions increasing by around 145% above 2010 levels. The “Critically insufficient” rating signals minimal to no action and is not at all consistent with the 1.5°C temperature limit. Iran’s unconditional target is not in line with any interpretation of a fair approach to meeting the 1.5°C limit. If all countries were to follow Iran’s approach, warming would exceed 4°C. Further information on how the CAT rates countries (against modelled pathways and fair share) can be found here .",
Iran (Islamic Republic of),Net zero and other long-term target(s),"As of October 2023, Iran does not have a net zero target, nor has it submitted a long-term strategy (LTS) to the UNFCCC.",
Indonesia,CAT rating of targets,"The CAT rates NDC targets against each country’s fair share contribution to global climate change mitigation, considering a range of equity principles including responsibility, capability, and equality. The CAT also rates NDC targets against indicative national emissions from global least-cost pathways that achieve the Paris Agreement’s temperature goal (modelled domestic pathways). Indonesia will need support to reduce emissions to the level of its modelled domestic pathway. Indonesia has put forward two targets in its NDC: one that it will achieve using its own resources and one that requires international support. We rate Indonesia’s unconditional target against its fair share contribution and its conditional target against its modelled domestic pathway. We rate Indonesia’s conditional NDC, excluding the land-use, land-use change and forestry (LULUCF) sector, as “Critically insufficient” when compared to modelled domestic pathways. The “Critically insufficient” rating indicates that Indonesia’s internationally supported target in 2030 reflects minimal to no action and is not at all consistent with modelled domestic pathways limiting warming to 1.5°C, for which Indonesia would need to lower its conditional NDC target to 62% below its NDC BAU scenario excl. LULUCF. If all countries were to follow Indonesia’s approach, warming would exceed 4°C. We rate Indonesia’s unconditional NDC, excluding the land-use, land-use change and forestry (LULUCF) sector, as “Critically insufficient”. The “Critically insufficient” rating indicates that Indonesia’s fair share target in 2030 reflects minimal to no action and is not at all consistent with its fair share of the global mitigation effort to limit warming to 1.5°C, for which Indonesia would need to lower its unconditional NDC target to 60% below its NDC BAU scenario excl. LULUCF. If all countries were to follow Indonesia’s approach, warming would exceed 4°C. Further information on how the CAT rates countries (against modelled domestic pathways and fair share) can be found here .",
Indonesia,Net zero and other long-term target(s),"We evaluate the net zero target as: Target information incomplete. Indonesia has not yet communicated an explicit net zero target but explores scenarios that could lead to net zero by 2060 or sooner in its long-term strategy (LTS) submitted to the UNFCCC in July 2021 (Government of Indonesia, 2021). The government has made steps in integrating its long-term target into core sectoral planning documents. It is now central in the energy sector’s draft National Electricity Master Plan (RUKN) and JETP Comprehensive Investment and Policy Plan (CIPP), and in the forestry sector's plan for net negative forestry emissions by 2030 (MoEF, 2022; JETP Secretariat, 2023; MEMR, 2023a). The CAT does not yet evaluate Indonesia’s net zero target, given its preliminary nature and lack of more detailed information. We will do so once the government communicates further details. For the full analysis click here .",
India,CAT rating of targets,"We take India’s emissions intensity target as its unconditional contribution to limiting warming to 1.5°C and rate that against what a fair contribution would be. India has indicated that achieving the 50% non-fossil capacity target will require international support. We take this target as being conditional on international support and rate it against the level of reductions needed within India’s borders. The CAT methodology for rating NDCs is based on GHG emissions from fossil fuels, agriculture and industrial processes. We exclude the land sector from our calculations and thus do not evaluate the contribution of India’s carbon sink expansion efforts. We estimate that India's 50% non-fossil capacity target would result in an emissions level of between 4.2-4.5 GtCO 2 e (excluding LULUCF) in 2030. India is already on track to achieve more than 60% non-fossil capacity by 2030 under current policies, so achieving only the 50% in the NDC would actually result in higher emissions. We rate this target as “Highly insufficient” when compared to the level of reductions needed within India to be 1.5°C compatible. The “Highly insufficient” rating indicates that India’s conditional target leads to rising, rather than falling, emissions and is not at all consistent with limiting warming to 1.5°C. If all countries were to follow India’s approach, warming could reach over 3°C and up to 4°C. Our estimate for the 50% non-fossil capacity target is based on the underlying power sector scenario of the current policy pathways. The lower bound of the power sector scenario is based on the IEA’s World Energy Outlook 2023 Stated Policies Scenario (STEPS). The upper bound of the power sector scenario is based on the adopted National Electricity Plan 2023 (NEP2023) (please refer to the assumptions section for the methodology used in estimating targets). Substantial improvement is needed in this target and India will need international support to get onto a 1.5°C pathway. Even if India is not responsible for paying for all its emission reductions, it should develop plans to rapidly cut emissions conditional on sufficient international support being available, and not lock itself into a high carbon future. This would mean starting to phase out coal use, adopting emission reduction plans across the economy, and clearly specifying what international support it requires to achieve a 1.5°C compatible target. We estimate that India’s emissions intensity target would result in an emissions level of 4.6 GtCO 2 e (excluding LULUCF) in 2030. This emissions level is above where we project India’s emissions to be in 2030 under current policies and action. We rate the intensity target as “Insufficient”. The “Insufficient” rating indicates that India’s unconditional target needs substantial improvements to be consistent with limiting warming to 1.5°C. India’s target is at the least stringent end of what would be a fair share of global effort, and is not consistent with the 1.5°C limit unless other countries make much deeper reductions and comparably greater effort. If all countries were to follow India’s approach, warming would reach over 2°C and up to 3°C. The quantification of this target varies depending on how GDP is measured and assumptions made about 2030 projections. The transparency of India’s target could be improved with further information on these elements. Also, while an emissions intensity target may contribute to decoupling emissions from economic growth, this type of target may not be sufficient to address the urgency of climate change, as overall emissions could continue to rise. Further information on how the CAT rates countries (against modelled domestic pathways and fair share) can be found here .",
India,Net zero and other long-term target(s),"Prime Minister Narendra Modi announced a 2070 net zero target at COP26 in 2021. India submitted its Long-term Strategy for Low Carbon Development (LT-LEDS) at COP27 in 2022 (Government of India, 2022a; Ministry of External Affairs, 2021). See the net zero tab here for further information.",
Germany,CAT rating of targets,"The CAT rates NDC targets against each country’s fair share contribution to global climate change mitigation, considering a range of equity principles including responsibility, capability, and equality. The CAT also rates NDC targets against indicative national emissions from global least-cost emissions pathways (called modelled domestic pathways ). For assessing targets against the fair share, we consider both a country’s domestic emission reductions and any emissions it supports abroad through the use of market mechanisms or other ways of support, as relevant. Germany does not intend to use market mechanisms and will achieve its national target through domestic action alone. We rate its national target against both global domestic pathways and fairness metrics. We rate Germany’s 2030 reduction target of 65% below 1990 levels as “Almost sufficient” when compared to modelled emissions pathways. The “Almost sufficient” rating indicates that Germany’s national target in 2030 is not yet consistent with modelled domestic pathways limiting warming to 1.5°C but could be, with moderate improvements. If all countries were to follow Germany’s approach, warming could be held at—but not well below—2°C. While the proposed target represents a significant improvement compared to its previous target, Germany’s new target is not stringent enough to limit warming to 1.5°C and needs further improvement. We rate Germany’s 2030 target of 65% below 1990 levels excl. LULUCF as “Insufficient” when compared with its fair-share emissions allocation. The “Insufficient” rating indicates that Germany’s national target in 2030 needs substantial improvement to be consistent with its fair share of the global mitigation effort to limit warming to 1.5°C. Germany should both further increase its emissions reduction target and provide significantly more and predictable finance to others to meet its fair-share contribution. Germany’s target is at the least stringent end of what would be a fair share of global effort, and is not consistent with the Paris Agreement’s 1.5°C limit, unless other countries make much deeper reductions and comparably greater effort. If all countries were to follow Germany’s approach, warming would reach over 2°C and up to 3°C. Germany’s international climate finance is rated “Insufficient” (see below) and is not enough to improve Germany’s fair share rating. Germany’s international public climate finance contributions are better than most developed countries but still rated “Insufficient.” Germany has committed to increasing its climate finance but contributions to date have been low compared to its fair share as assessed by the CAT. To improve its rating, Germany needs to increase its international climate finance contributions by around a factor of three in the period post-2020 and urgently stop funding fossil fuel projects abroad. At COP26, Germany signed a declaration to stop financing fossil fuels abroad, but the sector guidelines for export credits still allows investments in existing and new fossil fuel infrastructure outside Germany's borders (Die Bundesregierung, 2023). Germany is the biggest European climate finance donor. According to the CAT estimates, its contributions represent more than half of the EU contributions. However, due to the high fair share requirements assessed by the CAT, Germany’s current contributions remain “Highly insufficient.” Most German contributions for climate finance are distributed via bilateral development cooperation. Funding is implemented by Gesellschaft für internationale Zusammenarbeit (GIZ) and KfW Development Bank. The International Climate Initiative (IKI) is a separate funding mechanism of the Climate and Economics Ministry (BMWK), the Environment Ministry (BMU), and the Federal Foreign Office (AA). A smaller share is disbursed through contributions to multilateral climate funds. A significant share of the finance takes the form of grants, but Germany also relies on other financial instruments, such as concessional loans (Deutsche Klimafinanzierung, 2021). Germany remains committed to the global USD 100bn goal in climate finance for developing countries per year through 2025, but the USD 100bn goal in itself is insufficient post-2020. At the G7 Summit in June 2021, Germany committed to increase climate finance by EUR 2bn to a total level of EUR 6bn annually by 2025 (Kanzleramt Deutschland, 2021). In 2022, the German government successfully reached its objective of providing more than EUR 6bn for climate finance (BMZ, 2023). The increase in climate finance is due to the growing demand for climate programmes in recipient countries and exceptional factors, such as special funds for food security in Ukraine, which are counted towards the goal. Initially, the government had projected around EUR 4.3 bn annually from 2021 to 2023 (Kowalzig, 2022). However, the forecast for 2023 and 2024 is significantly lower, at around EUR 5.14bn and EUR 5.3bn, respectively. The planned cuts, starting in 2025, are a cause for concern. The German government intends to make further cuts in development cooperation, including climate finance, which will amount to billions of euros. This decision, led by Federal Finance Minister Christian Lindner, is part of a worrying trend. These cuts could undermine long-term climate projects, potentially affecting bilateral commitments crucial for climate initiatives in recipient countries (Kowalzig, 2024). In 2023, during the Petersberg Dialogue, Germany announced EUR 2bn of climate finance for the replenishment of the Green Climate Fund, a third more than in the previous round (The German Government, 2023). The Climate Action Tracker climate finance rating focuses on finance for climate change mitigation, and the data shows an increase in this area over the years, which results in a positive rating of the contribution's trend. A clear and sustained increase in international climate mitigation finance across all areas is fundamental. Further information on how the CAT rates countries (against modelled pathways and fair share) can be found here .",
Germany,Net zero and other long-term target(s),"In June 2021, Germany adopted its 2045 net zero target in its revised climate law. The net zero target generally covers all key elements but fails to meet best practice standards for some of them. Germany also falls under the European Union net zero target (CAT, 2024). Germany’s target covers all sectors and gases, underpinned by an emissions pathway to 2040 and the communication of binding sectoral targets until 2030. International aviation and shipping remain outside of the target’s scope. A periodic and legally-binding review process of measures and interim targets by an Expert Council is in place. Germany provides separate reduction and removal targets with regards to LULUCF but remains unclear on any other carbon removal. The net zero target is enshrined in law in Germany’s climate law 2021. The German government has failed to provide explicit and transparent assumptions on some key elements of its net zero target. The proposed measures aim to achieve net zero on Germany’s own territory, but the climate law explicitly reserves the right to use international offset credits. Lastly, Germany also fails to communicate transparent assumptions on carbon storage and removal. For the full analysis click here .",
Ethiopia,CAT rating of targets,"The CAT rates NDC targets against what a fair contribution to achieving the Paris Agreement’s 1.5°C temperature limit would be, as well as against what needs to happen within a country’s own borders. Ethiopia will need international support to achieve the required reductions within its borders. Ethiopia’s NDC target includes a portion that is unconditional, that it will achieve using its own resources. We rate that portion against its fair share contribution. The full NDC target will require international support to achieve and we rate that against the level of reductions needed within Ethiopia’s border. Further information on how the CAT rates countries (against modelled pathways and fair share) can be found here . The CAT rates Ethiopia’s conditional NDC target as “Critically insufficient” when compared to modelled domestic pathways. Ethiopia should also propose a conditional NDC target that brings emissions down towards decarbonisation with external support. Its current conditional target is only compatible with more than 4°C of warming and should be strengthened. Ethiopia should ask for additional support to implement additional policies and meet its conditional NDC target. Ethiopia intends to achieve this target primarily through reductions in its land sector emissions. Yet, Ethiopia cannot ignore the growth in emissions in other sectors. It needs to strengthen its updated conditional NDC target further and will need additional international support to achieve this target. Since the last assessment, the CAT has updated its methodology and pathways included for deriving modelled domestic pathways. As a result of these changes, Ethiopia’s target rating now falls into the ‘Critically insufficient’ category rather than the ‘Highly insufficient’ category. The target itself is unchanged since our last update. The CAT rates Ethiopia’s unconditional NDC target as “1.5°C compatible”. The “1.5°C compatible” rating indicates that Ethiopia’s unconditional NDC target reflects the fair share for a least developed country consistent with limiting warming to 1.5°C. Ethiopia’s fair share target does not require other countries to make comparably deeper reductions or greater effort, and is in the most stringent part of its fair share range.",
Ethiopia,Net zero and other long-term target(s),"Ethiopia intends to become carbon neutral without specifying a target year (FDRE, 2015). Ethiopia is in the process of developing a Long-Term Low Emission Development Strategy with support from the Global Green Growth Institute , including developing business as usual and net zero emissions scenarios. We evaluate the target as “Target information incomplete”. For the full analysis, click here .",
Ethiopia,2020 pledge,"Under the Copenhagen Accord, Ethiopia proposed several Nationally Appropriate Mitigation Actions (NAMAs) in the power, transport, forestry, agriculture and waste management sectors (FDRE, 2010). Limited information is available on the status of implementation of the NAMAs (UNFCCC, 2019).",
